name,rank,model,chain_i,chain_j,iLIS,iLIA,iLISA,ipSAE,actifpTM,LIS,cLIS,LIA,cLIA,ipTM,pLDDT_i,pLDDT_j,pTM,LIR_i,LIR_j,cLIR_i,cLIR_j,LIpLDDT_i,LIpLDDT_j,cLIpLDDT_i,cLIpLDDT_j,len_i,len_j,LIR_indices_i,LIR_indices_j,cLIR_indices_i,cLIR_indices_j
aPKC___Ssdp,5,4,A,B,0.0000,0.0,0.0,0.2043,0.2552,0.4770,0.0000,11.0,0.0,0.1800,44.0,19.7,0.370,1,6,0,0,14.8,15.1,,,958,508,[1],[503-508],,
aPKC___Ssl1,1,3,A,B,0.0000,0.0,0.0,0.0000,0.3712,0.0000,0.0000,0.0,0.0,0.2000,43.6,70.0,0.360,0,0,0,0,,,,,958,438,,,,
aPKC___Ssl1,2,4,A,B,0.0000,0.0,0.0,0.0000,0.2454,0.0000,0.0000,0.0,0.0,0.1900,42.8,66.4,0.360,0,0,0,0,,,,,958,438,,,,
aPKC___Ssl1,3,2,A,B,0.0000,0.0,0.0,0.0000,0.1747,0.0000,0.0000,0.0,0.0,0.1800,44.3,70.4,0.360,0,0,0,0,,,,,958,438,,,,
aPKC___Ssl1,4,1,A,B,0.0000,0.0,0.0,0.0000,0.1594,0.0000,0.0000,0.0,0.0,0.1700,43.8,69.9,0.360,0,0,0,0,,,,,958,438,,,,
aPKC___Ssl1,5,5,A,B,0.0000,0.0,0.0,0.0000,0.2058,0.0000,0.0000,0.0,0.0,0.1600,44.5,69.7,0.380,0,0,0,0,,,,,958,438,,,,
aPKC___Ssrp,1,4,A,B,0.2251,571.9,128.7,0.1817,0.8419,0.1773,0.2857,2555.0,128.0,0.3500,43.1,59.9,0.340,23,188,14,30,64.2,81.7,52.5,77.8,958,723,"[1-14,618,629,632,634,640-641,649,731-732]","[5-26,29-95,97-192,659-661]","[1-13,629]","[108-114,121,146,152,154,156-168,177-178,180-181,184,661]"
aPKC___Ssrp,2,5,A,B,0.1662,321.0,53.4,0.0197,0.7655,0.1325,0.2084,1808.0,57.0,0.3300,44.7,62.3,0.350,306,9,17,7,88.9,44.0,84.5,46.9,958,723,"[611-672,674-708,711-767,770-815,829-845,847-869,876-884,888-903,908-948]",[655-663],"[624-629,646-648,651,921-927]",[657-663]
aPKC___Ssrp,3,3,A,B,0.1492,224.3,33.5,0.0174,0.7175,0.1191,0.1868,1258.0,40.0,0.2900,44.9,62.5,0.350,292,7,18,6,88.8,40.7,83.8,41.6,958,723,"[611-671,674-708,712-766,771-815,829-838,841,843,847,849-867,877-879,881-884,888-903,908-948]",[657-663],"[618,621,624-629,646,648,650-651,689,923-927]",[658-663]
aPKC___Ssrp,4,1,A,B,0.0808,96.7,7.8,0.0164,0.6312,0.0695,0.0939,360.0,26.0,0.2500,43.2,62.3,0.340,169,7,12,6,86.7,42.0,79.9,43.3,958,723,"[612-652,660-670,676-678,681-695,697,716,718,720-721,723-729,731-741,743-749,751-756,758-763,772,774,778,780-782,786-789,794,796-800,802-804,807-809,830,832-834,837,855,858,913-914,916-932,934-939,941-942,947]",[657-663],"[626-629,646-648,651,924-927]",[657-662]
aPKC___Ssrp,5,2,A,B,0.0000,0.0,0.0,0.0000,0.2757,0.0000,0.0000,0.0,0.0,0.2100,45.4,63.3,0.340,0,0,0,0,,,,,958,723,,,,
aPKC___Ssu72,1,4,A,B,0.0000,0.0,0.0,0.0000,0.2994,0.0000,0.0000,0.0,0.0,0.2500,44.0,83.3,0.410,0,0,0,0,,,,,958,195,,,,
aPKC___Ssu72,2,1,A,B,0.0000,0.0,0.0,0.0000,0.2025,0.0000,0.0000,0.0,0.0,0.1900,44.0,84.8,0.400,0,0,0,0,,,,,958,195,,,,
aPKC___Ssu72,3,2,A,B,0.0000,0.0,0.0,0.0000,0.2092,0.0000,0.0000,0.0,0.0,0.1900,44.6,86.2,0.410,0,0,0,0,,,,,958,195,,,,
aPKC___Ssu72,4,3,A,B,0.0000,0.0,0.0,0.0000,0.1986,0.0000,0.0000,0.0,0.0,0.1900,44.8,86.2,0.420,0,0,0,0,,,,,958,195,,,,
aPKC___Ssu72,5,5,A,B,0.0000,0.0,0.0,0.0000,0.1785,0.0000,0.0000,0.0,0.0,0.1800,44.9,86.7,0.410,0,0,0,0,,,,,958,195,,,,
aPKC___Stat92E,1,3,A,B,0.0000,0.0,0.0,0.0000,0.3893,0.0150,0.0000,1.0,0.0,0.2800,43.1,69.3,0.420,1,1,0,0,28.4,93.5,,,958,818,[459],[686],,
aPKC___Stat92E,2,2,A,B,0.0000,0.0,0.0,0.0000,0.4325,0.0000,0.0000,0.0,0.0,0.2600,44.2,71.9,0.430,0,0,0,0,,,,,958,818,,,,
aPKC___Stat92E,3,1,A,B,0.0000,0.0,0.0,0.0000,0.3239,0.0000,0.0000,0.0,0.0,0.2400,42.4,69.6,0.420,0,0,0,0,,,,,958,818,,,,
aPKC___Stat92E,4,5,A,B,0.0000,0.0,0.0,0.0000,0.4626,0.0000,0.0000,0.0,0.0,0.2400,43.3,69.1,0.430,0,0,0,0,,,,,958,818,,,,
aPKC___Stat92E,5,4,A,B,0.0000,0.0,0.0,0.0000,0.2543,0.0000,0.0000,0.0,0.0,0.1900,40.9,67.1,0.410,0,0,0,0,,,,,958,818,,,,
aPKC___Su(H),1,5,A,B,0.0414,26.1,1.1,0.0113,0.5398,0.0389,0.0440,227.0,3.0,0.3200,43.7,67.6,0.380,97,25,3,3,88.5,73.3,46.1,72.3,958,594,"[4-6,8-9,11-12,616,618,621,632-633,641-644,646,649,676-677,684-685,693,714,716-719,721-728,730-737,739-740,743,746,753-757,759,762,778,782,784-788,790-792,794-795,798-800,804-806,808,810-814,833,835-836,850-852,854-855,857,861,866,877-879,883-884,889,899]","[276,279,294-295,298,322,325-326,328-329,335,337,340,372-373,403-404,586,588-594]","[6,11,778]","[325,372,590]"
aPKC___Su(H),2,1,A,B,0.0000,0.0,0.0,0.0000,0.4576,0.0000,0.0000,0.0,0.0,0.2700,43.5,65.2,0.380,0,0,0,0,,,,,958,594,,,,
aPKC___Su(H),3,3,A,B,0.0185,27.6,0.5,0.0119,0.5275,0.0264,0.0129,381.0,2.0,0.2500,43.6,66.3,0.390,138,8,2,2,92.5,35.0,89.0,38.3,958,594,"[616,618,620-621,631-633,641-646,649,669,676-677,681-685,687-688,690-694,697,701,714,716-741,743-749,753-757,759-760,762-763,772,774,776-778,781-789,791-792,794-810,812-814,832-833,835-837,847,850-852,854-861,864,866-867,878-879,881,883-884,889,892,899]","[586,588-594]","[778,781]",[589-590]
aPKC___Su(H),4,4,A,B,0.0000,0.0,0.0,0.0000,0.3529,0.0000,0.0000,0.0,0.0,0.2200,43.5,66.1,0.380,0,0,0,0,,,,,958,594,,,,
aPKC___Su(H),5,2,A,B,0.0000,0.0,0.0,0.0000,0.3076,0.0000,0.0000,0.0,0.0,0.2000,44.5,66.6,0.380,0,0,0,0,,,,,958,594,,,,
aPKC___Su(var)2-10,1,1,A,B,0.2650,1068.8,283.2,0.1326,0.8477,0.1924,0.3650,7933.0,144.0,0.3800,42.5,52.3,0.340,31,245,20,26,43.1,86.4,42.2,80.2,958,640,[459-489],"[172-192,202-220,229-244,246-272,281-296,299-308,314-354,363-457]","[461-463,466-467,470-473,479-489]","[369,371-378,394-395,398-399,401-403,405-406,408-413,415,443]"
aPKC___Su(var)2-10,2,2,A,B,0.2965,609.1,180.6,0.2026,0.8449,0.2289,0.3842,4416.0,84.0,0.3600,44.5,55.6,0.350,336,13,23,9,87.5,52.3,84.2,59.7,958,640,"[611-871,873-885,887-948]",[1-13],"[625-627,655,657,660,703,707,740,742-744,758,761,775-781,813,915]",[1-9]
aPKC___Su(var)2-10,3,5,A,B,0.1789,424.5,75.9,0.0210,0.7631,0.1589,0.2014,3003.0,60.0,0.3100,43.5,54.3,0.340,313,12,19,10,88.1,42.5,87.2,43.9,958,640,"[611-652,656-672,674-815,827-870,875-885,887-904,906,908-927,929,932-948]",[1-12],"[626,703,707,740,742-744,761,775-781,807,812-813,829]","[1-3,5-11]"
aPKC___Su(var)2-10,4,3,A,B,0.0000,0.0,0.0,0.0000,0.3511,0.0000,0.0000,0.0,0.0,0.2500,44.5,53.6,0.350,0,0,0,0,,,,,958,640,,,,
aPKC___Su(var)2-10,5,4,A,B,0.0000,0.0,0.0,0.0000,0.2026,0.0000,0.0000,0.0,0.0,0.1900,43.7,52.5,0.360,0,0,0,0,,,,,958,640,,,,
aPKC___Su(var)205,1,3,A,B,0.0000,0.0,0.0,0.0000,0.2836,0.0000,0.0000,0.0,0.0,0.2000,45.6,43.2,0.410,0,0,0,0,,,,,958,206,,,,
aPKC___Su(var)205,2,1,A,B,0.0000,0.0,0.0,0.0000,0.1735,0.0000,0.0000,0.0,0.0,0.1700,44.8,41.5,0.390,0,0,0,0,,,,,958,206,,,,
aPKC___Su(var)205,3,4,A,B,0.0000,0.0,0.0,0.0000,0.1902,0.0000,0.0000,0.0,0.0,0.1700,44.0,42.5,0.400,0,0,0,0,,,,,958,206,,,,
aPKC___Su(var)205,4,5,A,B,0.0000,0.0,0.0,0.0000,0.1826,0.0000,0.0000,0.0,0.0,0.1700,45.9,46.3,0.410,0,0,0,0,,,,,958,206,,,,
aPKC___Su(var)205,5,2,A,B,0.0000,0.0,0.0,0.0000,0.2191,0.0000,0.0000,0.0,0.0,0.1700,45.2,45.3,0.390,0,0,0,0,,,,,958,206,,,,
aPKC___Su(var)3-9,1,3,A,B,0.0906,134.6,12.2,0.0198,0.5696,0.0962,0.0853,647.0,28.0,0.3900,42.6,63.9,0.360,6,208,4,13,36.6,89.1,40.4,80.4,958,635,[4-9],"[299,347,350-369,372-386,390-398,402-404,435-436,438-439,442-449,451-460,462,465-485,487-522,525,529-538,543,545-575,578-604,622-627,630,632-633]",[5-8],"[517,530,532-534,536,546,569-570,584,602-604]"
aPKC___Su(var)3-9,2,4,A,B,0.3287,644.9,212.0,0.3465,0.8866,0.2371,0.4557,5011.0,83.0,0.3700,40.2,63.0,0.370,338,24,23,11,77.7,46.3,70.0,45.1,958,635,"[13-15,610-923,925-926,931-933,935-950]","[65-84,240,246-247,250]","[624-626,656,660,703,740,742-744,758,761,774-781,915,917-918]",[72-82]
aPKC___Su(var)3-9,3,2,A,B,0.0132,11.1,0.1,0.0000,0.5342,0.0208,0.0083,123.0,1.0,0.3300,42.8,65.3,0.370,4,78,1,1,49.0,93.1,49.8,90.0,958,635,[520-523],"[351,353-355,357-362,364,366,373,375,377,379,391-392,397,444,455,460,469-470,472-473,478-481,483,490,492,494-498,501-503,506,508,510-514,516-518,520,532,535,545,552,555,557,559,561-563,570-571,574,585,588,590-599,601]",[521],[561]
aPKC___Su(var)3-9,4,1,A,B,0.0336,28.6,1.0,0.0000,0.5565,0.0290,0.0389,63.0,13.0,0.2900,41.9,65.2,0.360,21,33,9,6,68.2,83.2,56.2,67.8,958,635,"[12-16,717,740,761,773-774,776,778-779,782,785,787-789,842,851-852]","[55-57,453,455-456,490,512-514,516-522,532-534,545-550,552,561,571-572,574,584,623]","[13-16,740,761,774,776,779]","[55,57,517,521,532,534]"
aPKC___Su(var)3-9,5,5,A,B,0.0000,0.0,0.0,0.0000,0.2981,0.0000,0.0000,0.0,0.0,0.2100,42.1,64.1,0.370,0,0,0,0,,,,,958,635,,,,
aPKC___Su(z)12,1,3,A,B,0.1455,423.8,61.7,0.0180,0.7888,0.1180,0.1794,2427.0,74.0,0.2800,44.3,46.7,0.340,291,99,24,20,87.0,77.3,68.6,60.6,958,900,"[462,481-489,613,615-651,661-672,674-766,770-816,829-869,875-885,887-903,909-923,925-926,938,941,944-945,947]","[472-482,554-588,590,593-607,610-646]","[462,481-483,485-489,703-704,706-707,710,743-744,780,807,811-813,816,915,917]","[473-480,563-564,566-570,578,622,625-626,629]"
aPKC___Su(z)12,2,4,A,B,0.0384,28.9,1.1,0.0000,0.5555,0.0295,0.0501,139.0,6.0,0.2700,42.1,44.6,0.330,86,19,4,5,83.9,64.4,34.7,66.8,958,900,"[3-6,621,633-634,642,668,676,680-681,700,702,705,707-708,711-714,716-720,722,724,726-727,729-731,733,736,742,745-749,751,755,778-779,781,783,785-788,790-792,798-806,808-812,814-815,831-833,835-837,850-851,854,866,878-879,881,883-884,889]","[482-487,578-583,585,587,619,626,630,632-633]","[3-4,6,707]","[484,582,585,626,630]"
aPKC___Su(z)12,3,5,A,B,0.1832,438.2,80.3,0.0229,0.8016,0.1401,0.2395,2431.0,79.0,0.2600,44.7,45.3,0.330,130,119,26,27,77.9,77.3,50.0,69.3,958,900,"[2-8,461-467,469-474,476-492,616,621-622,632-634,641-643,664,667,671,693-694,697,700-701,703-704,706-708,713-720,722-724,726,730-733,736,746-749,755-756,781,785,787-788,792,800,803-804,806-807,809-815,832-833,836-837,845,849-855,858,863,866,877-879,881,883-884,889-893,895,897,899,915,918]","[476-479,553-650,654,656-671]","[2-7,461-462,464-466,479,482-484,486-489,491,703-704,707,807,811,915]","[477-479,563-564,566-570,574,577-578,581-582,593,622-623,625-627,629-630,632,666,669-670]"
aPKC___Su(z)12,4,2,A,B,0.0293,12.6,0.4,0.0000,0.5786,0.0213,0.0403,40.0,4.0,0.2500,44.5,44.9,0.340,38,3,4,1,90.6,35.5,83.2,38.3,958,900,"[621,633,641,643,693,700-701,703-704,707-708,713,716-717,719-720,722,732-733,751,778,803-804,806-808,810,813,848-851,853,856,882-883,890-891]",[476-478],"[703-704,707,807]",[477]
aPKC___Su(z)12,5,1,A,B,0.0000,0.0,0.0,0.0000,0.3363,0.0000,0.0000,0.0,0.0,0.2100,43.0,44.3,0.330,0,0,0,0,,,,,958,900,,,,
aPKC___TFAM,1,1,A,B,0.0481,36.4,1.8,0.0117,0.4946,0.0461,0.0501,166.0,8.0,0.2900,44.6,56.2,0.390,44,28,4,5,86.9,78.7,73.1,76.2,958,284,"[738,740-742,775-776,779-781,783-784,787-789,795-802,804-805,807,812,815,828-835,837,839-840,842,851,853,860,864,866]","[82,84-92,95,98,104,106-115,118-119,123,127-128]","[788,830,834-835]","[85-86,108-109,113]"
aPKC___TFAM,2,3,A,B,0.0000,0.0,0.0,0.0000,0.3567,0.0142,0.0000,1.0,0.0,0.2300,45.8,59.3,0.390,1,1,0,0,85.3,79.6,,,958,284,[776],[88],,
aPKC___TFAM,3,2,A,B,0.0000,0.0,0.0,0.0000,0.2253,0.0000,0.0000,0.0,0.0,0.1800,44.9,61.2,0.370,0,0,0,0,,,,,958,284,,,,
aPKC___TFAM,4,4,A,B,0.0000,0.0,0.0,0.0000,0.1759,0.0000,0.0000,0.0,0.0,0.1600,42.9,57.4,0.370,0,0,0,0,,,,,958,284,,,,
aPKC___TFAM,5,5,A,B,0.0000,0.0,0.0,0.0000,0.1871,0.0000,0.0000,0.0,0.0,0.1500,45.2,62.7,0.380,0,0,0,0,,,,,958,284,,,,
aPKC___TH1,1,2,A,B,0.0000,0.0,0.0,0.0000,0.2166,0.0000,0.0000,0.0,0.0,0.1900,44.2,83.6,0.380,0,0,0,0,,,,,958,578,,,,
aPKC___TH1,2,1,A,B,0.0000,0.0,0.0,0.0000,0.2097,0.0000,0.0000,0.0,0.0,0.1800,42.9,82.6,0.380,0,0,0,0,,,,,958,578,,,,
aPKC___TH1,3,3,A,B,0.0000,0.0,0.0,0.0000,0.1644,0.0000,0.0000,0.0,0.0,0.1700,43.1,82.7,0.380,0,0,0,0,,,,,958,578,,,,
aPKC___TH1,4,5,A,B,0.0000,0.0,0.0,0.0000,0.2667,0.0000,0.0000,0.0,0.0,0.1600,44.2,81.7,0.380,0,0,0,0,,,,,958,578,,,,
aPKC___TH1,5,4,A,B,0.0000,0.0,0.0,0.0000,0.2136,0.0000,0.0000,0.0,0.0,0.1600,42.9,81.8,0.370,0,0,0,0,,,,,958,578,,,,
aPKC___Tab2,1,4,A,B,0.0000,0.0,0.0,0.0000,0.3287,0.0000,0.0000,0.0,0.0,0.2300,42.7,22.9,0.350,0,0,0,0,,,,,958,831,,,,
aPKC___Tab2,2,1,A,B,0.0000,0.0,0.0,0.0000,0.3710,0.0000,0.0000,0.0,0.0,0.2300,44.1,22.8,0.350,0,0,0,0,,,,,958,831,,,,
aPKC___Tab2,3,5,A,B,0.0000,0.0,0.0,0.0000,0.2430,0.0000,0.0000,0.0,0.0,0.2100,45.6,22.3,0.350,0,0,0,0,,,,,958,831,,,,
aPKC___Tab2,4,3,A,B,0.0000,0.0,0.0,0.0000,0.3191,0.0000,0.0000,0.0,0.0,0.2100,44.6,23.1,0.350,0,0,0,0,,,,,958,831,,,,
aPKC___Tab2,5,2,A,B,0.0000,0.0,0.0,0.0000,0.2776,0.0000,0.0000,0.0,0.0,0.2100,45.4,24.7,0.340,0,0,0,0,,,,,958,831,,,,
aPKC___Taf10,1,2,A,B,0.0000,0.0,0.0,0.0000,0.3071,0.0000,0.0000,0.0,0.0,0.2400,47.4,36.5,0.430,0,0,0,0,,,,,958,167,,,,
aPKC___Taf10,2,4,A,B,0.0000,0.0,0.0,0.0000,0.3198,0.0000,0.0000,0.0,0.0,0.2300,47.2,39.4,0.450,0,0,0,0,,,,,958,167,,,,
aPKC___Taf10,3,1,A,B,0.0000,0.0,0.0,0.0000,0.2723,0.0000,0.0000,0.0,0.0,0.2300,47.0,39.9,0.430,0,0,0,0,,,,,958,167,,,,
aPKC___Taf10,4,5,A,B,0.0000,0.0,0.0,0.0000,0.1894,0.0000,0.0000,0.0,0.0,0.1700,46.5,46.8,0.400,0,0,0,0,,,,,958,167,,,,
aPKC___Taf10,5,3,A,B,0.0000,0.0,0.0,0.0000,0.1504,0.0000,0.0000,0.0,0.0,0.1700,46.6,47.5,0.400,0,0,0,0,,,,,958,167,,,,
aPKC___Taf10b,1,3,A,B,0.2019,339.9,68.6,0.0417,0.7622,0.1257,0.3243,2222.0,52.0,0.5300,47.4,59.1,0.440,208,88,14,15,92.0,73.2,71.9,64.9,958,146,"[611-622,629-649,659,661-687,689-703,712-738,741-764,781,786-787,792-809,833,843,849-859,863,866,875,877-881,883-884,887-903,938-941,943-958]","[44,47-48,50-68,73-107,116-146]","[672,675,679,695,895,950-958]","[95,122-129,141-146]"
aPKC___Taf10b,2,4,A,B,0.0000,0.0,0.0,0.0000,0.2653,0.0000,0.0000,0.0,0.0,0.2400,45.4,45.5,0.420,0,0,0,0,,,,,958,146,,,,
aPKC___Taf10b,3,5,A,B,0.0000,0.0,0.0,0.0000,0.2286,0.0000,0.0000,0.0,0.0,0.2300,47.5,51.5,0.440,0,0,0,0,,,,,958,146,,,,
aPKC___Taf10b,4,1,A,B,0.0000,0.0,0.0,0.0000,0.2264,0.0000,0.0000,0.0,0.0,0.2300,46.8,43.1,0.430,0,0,0,0,,,,,958,146,,,,
aPKC___Taf10b,5,2,A,B,0.0000,0.0,0.0,0.0000,0.1741,0.0000,0.0000,0.0,0.0,0.2000,46.2,49.6,0.400,0,0,0,0,,,,,958,146,,,,
aPKC___Taf11,1,3,A,B,0.2689,359.4,96.7,0.0670,0.7690,0.1851,0.3905,2584.0,50.0,0.4200,46.7,47.1,0.390,30,84,12,11,56.6,71.6,64.9,77.6,958,196,[457-486],[102-185],"[459,462-463,466-467,470-474,477,482]","[123-124,155,167-169,171-172,174-175,178]"
aPKC___Taf11,2,5,A,B,0.0882,82.9,7.3,0.0130,0.5747,0.0689,0.1129,229.0,30.0,0.3300,47.9,46.5,0.430,11,48,5,10,36.0,70.8,35.7,66.0,958,196,[129-139],"[82-108,110-111,116,118,136,142-155,169,173]","[132-133,135-136,139]","[86,89-90,93-96,101,104,108]"
aPKC___Taf11,3,4,A,B,0.0000,0.0,0.0,0.0000,0.3785,0.0000,0.0000,0.0,0.0,0.2800,46.2,44.6,0.420,0,0,0,0,,,,,958,196,,,,
aPKC___Taf11,4,1,A,B,0.0000,0.0,0.0,0.0000,0.2725,0.0000,0.0000,0.0,0.0,0.2300,46.4,43.0,0.420,0,0,0,0,,,,,958,196,,,,
aPKC___Taf11,5,2,A,B,0.0000,0.0,0.0,0.0000,0.2594,0.0000,0.0000,0.0,0.0,0.2200,46.4,44.0,0.390,0,0,0,0,,,,,958,196,,,,
aPKC___Taf12,1,4,A,B,0.1557,353.5,55.0,0.0173,0.7225,0.1392,0.1743,1024.0,122.0,0.3400,46.2,32.9,0.410,16,72,12,27,46.3,55.7,47.6,55.1,958,196,[153-168],"[90-107,109,111-163]","[154,157-167]","[92,96-97,99-101,103-104,114-115,117-119,121-123,125-126,129-130,145,147,150,154,158,160,162]"
aPKC___Taf12,2,2,A,B,0.0000,0.0,0.0,0.0000,0.4212,0.0000,0.0000,0.0,0.0,0.2100,46.9,36.9,0.400,0,0,0,0,,,,,958,196,,,,
aPKC___Taf12,3,1,A,B,0.0000,0.0,0.0,0.0000,0.2257,0.0000,0.0000,0.0,0.0,0.1800,45.6,35.8,0.390,0,0,0,0,,,,,958,196,,,,
aPKC___Taf12,4,3,A,B,0.0000,0.0,0.0,0.0000,0.1860,0.0000,0.0000,0.0,0.0,0.1700,46.0,36.9,0.400,0,0,0,0,,,,,958,196,,,,
aPKC___Taf12,5,5,A,B,0.0000,0.0,0.0,0.0000,0.2119,0.0000,0.0000,0.0,0.0,0.1600,46.5,38.5,0.400,0,0,0,0,,,,,958,196,,,,
aPKC___Taf12L,1,4,A,B,0.0167,6.7,0.1,0.0000,0.4323,0.0200,0.0140,15.0,3.0,0.2600,47.5,37.3,0.460,1,15,1,3,33.4,55.1,33.4,54.6,958,138,[158],"[88-98,101,103,112,128]",[158],"[96-97,103]"
aPKC___Taf12L,2,5,A,B,0.0000,0.0,0.0,0.0000,0.2673,0.0000,0.0000,0.0,0.0,0.2100,47.3,42.0,0.450,0,0,0,0,,,,,958,138,,,,
aPKC___Taf12L,3,3,A,B,0.0000,0.0,0.0,0.0000,0.2512,0.0000,0.0000,0.0,0.0,0.2100,47.0,40.8,0.440,0,0,0,0,,,,,958,138,,,,
aPKC___Taf12L,4,2,A,B,0.0000,0.0,0.0,0.0000,0.2011,0.0000,0.0000,0.0,0.0,0.1800,46.9,40.4,0.440,0,0,0,0,,,,,958,138,,,,
aPKC___Taf12L,5,1,A,B,0.0000,0.0,0.0,0.0000,0.1935,0.0000,0.0000,0.0,0.0,0.1700,46.7,38.1,0.440,0,0,0,0,,,,,958,138,,,,
aPKC___Taf13,1,4,A,B,0.0000,0.0,0.0,0.0000,0.2504,0.0000,0.0000,0.0,0.0,0.2600,47.0,50.2,0.450,0,0,0,0,,,,,958,136,,,,
aPKC___Taf13,2,2,A,B,0.0000,0.0,0.0,0.0000,0.1796,0.0000,0.0000,0.0,0.0,0.2400,46.2,48.5,0.410,0,0,0,0,,,,,958,136,,,,
aPKC___Taf13,3,1,A,B,0.0000,0.0,0.0,0.0000,0.2153,0.0000,0.0000,0.0,0.0,0.2200,46.4,46.3,0.430,0,0,0,0,,,,,958,136,,,,
aPKC___Taf13,4,3,A,B,0.0000,0.0,0.0,0.0000,0.1922,0.0000,0.0000,0.0,0.0,0.1800,46.3,54.7,0.410,0,0,0,0,,,,,958,136,,,,
aPKC___Taf13,5,5,A,B,0.0000,0.0,0.0,0.0000,0.1554,0.0000,0.0000,0.0,0.0,0.1600,46.0,55.2,0.410,0,0,0,0,,,,,958,136,,,,
aPKC___Taf5,1,5,A,B,0.1946,921.1,179.2,0.0801,0.8272,0.1425,0.2657,8485.0,100.0,0.5600,44.5,78.5,0.480,24,474,17,21,52.7,91.4,55.5,84.9,958,704,[459-482],"[116-128,134-155,161-169,175-178,181,183-184,196-203,206-222,230-244,248,250-278,327-337,340-362,364-423,429-655,673-704]","[459-467,469-474,477,479]","[396,398-400,446-451,476,481,483-487,489,521-522,524]"
aPKC___Taf5,2,3,A,B,0.0650,78.0,5.1,0.0151,0.6306,0.0600,0.0703,507.0,12.0,0.5000,43.4,78.2,0.460,13,143,5,5,52.3,92.1,56.6,85.0,958,704,[464-476],"[368-373,382-386,390-395,398-406,442-448,450,452-459,464-468,470-501,506-510,512-519,521,524-526,529-530,533,535,537-540,549-555,558,560-562,577-580,583,593,600,617,620-625,634-635,642,683-685,688-691,696-699]","[467,469-472]","[399,447-448,450,471]"
aPKC___Taf5,3,1,A,B,0.0668,89.2,6.0,0.0153,0.6638,0.0539,0.0827,398.0,20.0,0.4900,42.9,79.4,0.460,9,141,7,7,52.4,92.4,53.4,88.0,958,704,[466-474],"[370,372-373,379-380,382-384,386,389-401,403-406,443-459,464-478,481-493,495-501,506-520,522,524-530,533,536-541,549,551-552,554-555,558-559,561,578,580,582,600,602,620,622-623,625,632-634,638,642,644,685-686,688-690,696-699,701]","[466,468-472,474]","[396,400,445,447-448,450,484]"
aPKC___Taf5,4,4,A,B,0.0397,3.3,0.1,0.0000,0.5711,0.0434,0.0362,11.0,1.0,0.4300,43.2,78.3,0.460,2,11,1,1,50.0,93.3,50.7,88.4,958,704,"[469,472]","[393,395,402-403,443,447,454,468,474,477,482]",[469],[447]
aPKC___Taf5,5,2,A,B,0.0000,0.0,0.0,0.0000,0.5021,0.0567,0.0000,1.0,0.0,0.4100,43.2,79.1,0.490,1,1,0,0,44.8,95.1,,,958,704,[472],[454],,
aPKC___Taf6,1,2,A,B,0.2118,400.6,84.8,0.0237,0.7864,0.1689,0.2654,2675.0,60.0,0.3200,45.0,55.4,0.350,318,11,19,10,88.8,47.1,83.5,48.7,958,606,"[611-816,827-870,875-885,887-904,906,908-927,929,931-947]",[596-606],"[625-626,654,656,660,707,740,742,744,758,761,774-781]",[597-606]
aPKC___Taf6,2,5,A,B,0.1014,97.1,9.8,0.0144,0.5836,0.1054,0.0977,942.0,10.0,0.2900,44.5,55.2,0.350,241,7,7,3,90.9,35.5,84.4,41.5,958,606,"[613,615-625,628-635,640-651,658-672,674-697,699,701,712-767,770-815,830-838,841-845,847-869,875-884,888-897,899,902,914,938,941,944-947]",[600-606],"[660,761,774-776,778-779]",[602-604]
aPKC___Taf6,3,4,A,B,0.0000,0.0,0.0,0.0000,0.4282,0.0000,0.0000,0.0,0.0,0.2300,42.6,53.0,0.340,0,0,0,0,,,,,958,606,,,,
aPKC___Taf6,4,3,A,B,0.0000,0.0,0.0,0.0000,0.2494,0.0000,0.0000,0.0,0.0,0.1900,44.2,53.8,0.340,0,0,0,0,,,,,958,606,,,,
aPKC___Taf6,5,1,A,B,0.0000,0.0,0.0,0.0000,0.2237,0.0000,0.0000,0.0,0.0,0.1800,43.7,53.7,0.340,0,0,0,0,,,,,958,606,,,,
aPKC___Taf7,1,5,A,B,0.0000,0.0,0.0,0.0000,0.4136,0.0098,0.0000,2.0,0.0,0.2600,45.6,41.6,0.380,2,2,0,0,89.4,66.7,,,958,479,"[772,881]",[448-449],,
aPKC___Taf7,2,2,A,B,0.0000,0.0,0.0,0.0000,0.4073,0.0000,0.0000,0.0,0.0,0.2200,46.5,43.1,0.370,0,0,0,0,,,,,958,479,,,,
aPKC___Taf7,3,1,A,B,0.0000,0.0,0.0,0.0000,0.1901,0.0000,0.0000,0.0,0.0,0.1800,45.2,40.3,0.350,0,0,0,0,,,,,958,479,,,,
aPKC___Taf7,4,3,A,B,0.0000,0.0,0.0,0.0000,0.2088,0.0000,0.0000,0.0,0.0,0.1700,45.6,40.7,0.350,0,0,0,0,,,,,958,479,,,,
aPKC___Taf7,5,4,A,B,0.0000,0.0,0.0,0.0000,0.2363,0.0000,0.0000,0.0,0.0,0.1700,44.3,38.4,0.350,0,0,0,0,,,,,958,479,,,,
